,NAME,PHONE NO,COMPANY ORG,LOCATION,BIZ ADDRESS,SHARE CAPITAL,EMAIL,SECTOR,PRODUCT/SERVICES,NO OF EMPLOYEES,TURNOVER
,A2 Amash poultry farms,8039609346,,Kano,,"4,000.000",aminadahirs@gmail.com,Poultry production,,,,,,,
,Zamis ventures,7065881386,,Kano,,"1,000.000",zainabwaru@gmail.com,,,,,,,,
,Bintdawood ventures,8023587170,,Kano,,"4,000.000",bintadashehu@gmail.com,"Sales and
services",,,,,,,
,Sahwal interior decoration,7064309955,,Kano,,"3,000.000",murjabuhari1@gmail.com,Sales & production,,,,,,,
,Fzed multipurpose company,8027798836,,Kano,,"3,000.000",fateemazee19@gmail.com,Buying and selling,,,,,,,
,Zabeel General Enterprises,8067555168,,Kano,,"4,000.000",sulaimanshaatu@gmail.com,Sales &Production,,,,,,,
,Al-ismar world wide investment,8163735388,,Kano,,"3,000.000",sadiyaismailsabosara@gmail.com	,"Fashion design, tailoring training centre",,,,,,,
,Creamy Sensations,8026422525,,Kano,,"500,000",Usainagarko@gmail.com,Food processing,,,,,,,
,Rice farming/catering services,8092490650,,Kano,,"2,000.000","alisancateringndge@gmail.com
neralservices@gmail.com",production,,,,,,,
,Maicitta Collocation,8064202632,,Kano,,"3,000.000",Jamilaabdulrahman585@gmail.com,"Fashion design, tailoring",,,,,,,
,MIX CONDIMENT PASTE NIG LTD,8034358545,,Kano,,"1,000,000",mixcopaste@gmail.com,Agriculture,,,,,,,
,FANATU VENTURES,8065993994,,Kano,,"2,000,000",Fanamu2020@gmail.com,PRODUCTION,,,,,,,
,JAMSARA FOODS LIMITED,8036993009,,Kano,,"1,000,000",jamsaraafoods@gmail.com,PRODUCTION,,,,,,,
,"5i GENERAL GENERAL
ENTERPRISES",8060919222,,Kano,,"3,000,000","queenimaan@gmail.com
","AGRICULTURAL
PROCESSING",,,,,,,
,FARMRIZ GENERAL ENTERPRISES,8061504705,,Kano,,"2,000,000",famrizgeneralenterprises@gmail.com,PRODUCTION,,,,,,,
,Sumarah Ventures,08139115913,,Kano,,"4,000.000",Harirasanimasud@gmail.com,Services,,,,,,,
,Mammas Treats and More ,9077771130,,YOLA,"No 15 Njobdi Street Barracks Road.""","300,000",mammastreatsandmore@gmail.com,Catering Services,,,,,,,
,ELS Empire,8039765755,,YOLA,"Statelowcost Jimeta, Yola","3,000,000",faiqatulateefat@gmail.com,Beauty and Cosmetics,Makeover for women,,,,,,
,MK Unique Global Invst Limited,8069137766,,YOLA,,"2,000,000",mkuniqueglobalinstltd@gmail.com,Fashion and Textile,"Textile for Women and
Men",,,,,,
,Hadiza Collection,8068755769,,YOLA,No 6A Waziri Road along Concordia Jimeta Yola.,"1,000,000",hadizacollections@gmail.com,Fashion,"Hand bags, female shoes, under wear, veil,
kids wear.",,,,,,
,Tigana Empire Clothing Collection,9034091557,,YOLA,No 29 Benue Street Jimeta Down Nepa,"2,500,000",Munirasanusisaleh2@gmail.com,Clothing and Food,"Clothing accessories and food
business",,,,,,
,Maduwa’s Yummy Treats,8166886694,,YOLA,"Kofare AgricQUaters, Yola North Adamawa State","200,000",Maryammaduwa01@gmail.com,Catering Services,"Cakes, Pastries, drinks and local
delicacies",,,,,,
,"Fauzybj’s Smallchops, Pastries and Catering Services ",8034346401,,YOLA,"Phase 1 Bole Street, Shagari lowcost, Yola South.","1,000,000",Fauzybj@gmail.com,"Pastries, Catering Services, Event","Smallchops, food and drinks for",,,,,,
,BTEE Treats and Farms,9124534902,,YOLA,"No 25 Mayo Inne Street, Old GRA Jimeta","1,000,000",Fatybaba04@gmail.com,Farming and Catering,"Poultry services, Small Chops, Breakfast and Lunch
Menu",,,,,,
,BLESSED NDUBISI INTEGRATED CONCEPT LTD ,8037482740,,Taraba,,"5,000,000",nduokwu8@gmail.com,Agriculture (Rice Milling and Bagging),"Rice (5kg, 10kg, 25kg & 50kg)",,,,,,
,FAVORITE PASTRIES & CAKES VENTURES ,8065316375,,Taraba,,"300,000",Favoourtsokwa1@gmail.com,Services (Baking and Confectionery),"Wedding/Birth day Cakes, Meat Pie, Fish Pie, Egg Roll, Doughnuts  etc  ",,,,,,
,NAGOMA TEXTILE ENTERPRISES,8062133824,,Taraba,,"120,000",ashirumuhammadsajo@gmail.com,Services (Tailoring and Fashion),Ready Made Kaftan & Babban Riga with Hand-embroidery & Caps,,,,,,
,JIKAH SHOE & INTEGRATED SERVICES,8030578857,,Taraba,,"4,000,000",sjikah@gmail.com,Manufacturing/Leather works,"Cover Shoes, Sandals, Palms and Belts",,,,,,
,VINNY VETERINARY CLINIC,7035108624,,Taraba,"Plot No.65 (Beside Bank of Industry) Hammanruwa Way, Jalingo",,Vinnyvet3@gmail.com,Agriculture (Livestock Feed),Premium King Booster (Exotic Dog Food),,,,,,
,MA-RECIPE FOODS & SPICES,9042838354,,Taraba,,,marecipefoodsspices@yahoo.com,Manufacturing,"Food & Spices {Curry, Dried Thyme Leaves, Jollof Rice, Curry Masala, Turmeric Powder, Cameroon Pepper, Pepper Soup Spice, Sazon, Hot Chili Pepper & Ginger Garlic Powder}   ",,,,,,
,J.S CODE (ORGANIC SKIN CARE PRODUCTS) ,8038598868,,Taraba,,,babij587@gmail.com,Manufacturing,Skin Care Products,,,,,,
,BOSUN ENTERPRISES,8130622678,,Ondo,,,Olatundeolatubosun4u@gmail.com,SERVICES,BAR RELAXASION,13,"2,880,000",,,,
,Deborah Food,7067812071,,Ondo,,,deborah825@gmail.com,PRODUCTION,FOOD PROCESSING,3,"2,500,000",,,,
,SUPPLE TREAT2 EDIBLES,8060891152,,Ondo,,,bfowose@gmail.com,MANUFACTURING,FOODS SNACK,3,"4,000,000",,,,
,MANVELS DISINFECTANT NIG. COM,8038186423,,Ondo,,,manvelsdisinfectants@gmail.com,MANUFACTURING,GERMICIDES/ANTISEPTIC,4,"2,800,000",,,,
,UNCLE FAMOO FASHION DESIGNER,8063030765,,Ondo,,,Femifalade788@gmail.com,SERVICES,FASHION DESIGNER,20,"4,500,000",,,,
,ST PEDRO INTERNATIONAL UNIQUE VENTURES,8034482695,,Ondo,,,Stpedroinnovative0ep@gmail.com,SERVICES,TAILORING,7,"1,500,000",,,,
,BOLD SAINTS INTERNATIONAL,8033737769,,Ondo,,,boldsaintsintl@gmail.com,SERVICES,FASHION DESIGNS,10,"3,600,000",,,,
,MRS MZZTEE STYLING,7041463802,,Ondo,,,Aanolamercy12@gmail.com,SERVICES,FASHION DESIGNS,7,"1,000,000",,,,
,TETOKO VENTURES,8033446430,,Ondo,,,temtoks@yahoo.com,PRINTING,PUBLISHING AND SUPPLIER OF OFFICE EQUIPMENTS,3,"2,000,000",,,,
,EVER BEST CASSAVA PROCESSING INDUSTRY,7030156663,,Ondo,,,Ayegboolaoluwa@yahoo.com,PRODUCTION,CASSAVA PROCESSING,10,"200,000",,,,
,Pistis Foods ,8033565277,,Ondo,"Suite14 Anglican Women Shopping Complex, Alagbaka,Akure South, OndoState",,adeolaonikepo@yahoo.com,Agriculture,"Fresh Vegetable, HorneyandSpices",6,"2,000,000",,,,
,Laryega Nigeria Enterprises.,8034438101,,Ondo,"6b2 LaoyeAdegoke Estate, Igoba, Akure",,larryyinkus@yahoo.com,Manufacturing,Poundo Yam,5,,,,,
,ASIKOLAYE FASHION CREATION,8135636677,,Ondo,,,Isaactaiwo086@gmail.com,SERVICES,TAILORING,5,"3,000,000",,,,
,MABETAD NIGERIA ENTERPRISE,8038959013,,Ondo,,,femith82@yahoo.com,FOOD PRODUCTION,PASTRIES,1,"600,000",,,,
,Dattawa Computer Services ,9045197022,,Bauchi,"No. 15, Yankari Luck-up Shops, Railway Road Bauchi.",,dattawacomputers@gmail.com,,"8.  Graphics Design and General printing,",9,"2,000,000",,,,
,Hatma Prints,9023337006,,Bauchi,"No. 86/18, Mango Sreet Jos North LGA, Plateau State, No. 11, Kobe Sreet Bauchi LGA, Bauchi State.",,hatmaprints@gmail.com, ICT and Research Development,"11.           Software Solutions & Troubleshooting,",10,"3,500,000",,,,
,Dadda Computer digital centre ,9071461705,,Bauchi,"No 5, Old airport Road GRA Bauchi state",,Aishakarambaibrahim66@gmail.com, ICT Service,"Printing, photo copy, computer training, software Troubleshooting, grade signs",9,"2,500,000",,,,
,Perennial Computer Technologies LTD,8101227065,,Bauchi,"No. 8B Union Bank Building, zoo road Kano.",,zahra2saleh@yahoo.com, ICT Services ," To carry on the business of information technology, ICT service, web designing, programming, web hosting, blog, networking (LAN/WAN), Software development, trouble shooting, help desk, support, information provider, e-payment platform and design.",10,"3,000,000",,,,
, FADA Computer Business and Research Centre ,7038857389,,Bauchi,"No. 33, Bye Pass Adamawa Road Akko LGA Gombe State. ",,fadasgazah@gmail.com, ICT and Research Development,"1.  Software Solutions & Troubleshooting, Graphics Design and General printing,",5,"3,500,000",,,,
, HelpLink Digital Network LTD.,8035814571,,Bauchi," Ibrosulada Complex II No_10 Opposite Keystone Bank, Ahmed Abdulkadir Road Bauchi.",,Hopelinkdnl@gmail.com," Construction, Supplies, ICT"," Design, GPS, Tape",6,"4,000,000",,,,
,TPB General Services ,8039093831,,Bauchi," No.2 Federal low Cost Junction, Bauchi",,info@tpb.ng, Software engineering and ICT related activities,"1. web and mobile App Development, Graphics Design and General printing",3,"2,000,000",,,,
,NIK-JADE MULTIVENTURES,8069845021,,Osun,"35, AJEGUNLE, OLONKORO AREA. OSOGBO, OSUN STATE",,NIKJADE.AA@GMAIL.COM,CLOTHING/TEXTILE,BRIDAL WEARS/ACCESSORIES,10,"1,000,000",,,,
,JAF FARMS AND AGRO ALLIED ,"08060919686, 08078845656",,Osun,"NO 8 PA AJILORE STREET, AYEKALE AREA, OTA EFUN. OSOGBO, OSUN STATE",,JAFFARMS2019@GMAIL.COM,AGRICULTURE,"CRAYFISH, SHRIMPS, PRAWNS",2,"2,400,000",,,,
,DIMELDA STICHES CONCEPT,8130631427,,EKITI,NO 40 BEHIND TRADE FAIR ADO EKITI.,,OLADOBEOLUWAKEMI22@GMAIL.COM,FASHION  DESIGNER ,CLOTHING / TEXTILES ,8,"2,000,000",,,,
,TOLKEM MULT BUZ CONCEPT VENTURE,7063882907,,EKITI,NO 1 HOSUSING COMPLEX AFAO EKITI.,,OLAYINKATOLU12@GMAIL.COM,CATERING SERVICES ,FOOD & SNACKS ,6,"3,000,000",,,,
,OLAT FASHION HOME,8039715471,,EKITI,NO 3 TEMIDERE NOVA ROAD ADO EKITI,,OLATUNDEBOLA@GMAIL.COM,CLOTHING ,CLOTHING & TEXTILE ,6,"2,000,000",,,,
,FOB VENTURES,8064382232,,EKITI,"LI,OLA ALA BASIRI ADO ",,SEYEOLUWASEUN81@GMAIL.COM,FARMING,POULTRY PRODUCTION,7,"4,000,000",,,,
,ADEJUGBE ADEWUMI OLUWATOSIN,8143582902,,EKITI,NO 32 OMISANJANA STR ADO,,ADEJUGBEADEWUMI2019@GMAIL.COM,CATERING ,CATERING SERVICES ,4,"1,000,000",,,,
,BABS BRAVEHEART  INTERPRISES,8035882242,,EKITI,"NO 9 WATERWORKS ROAD BASIRI HOLY BIBLE CHURCH, ADO EKITI",,AWOTOLABABATUNDEADEYINKA@GMAIL.COM,CATERING ,CATERING SERIVCE ,5,"1,500,000",,,,
,IBI UNIQUE BUS CONCEPT,8137659403,,EKITI,NO 4 BACK OF ST LOUIS IKERE,,IBILOLAIBIJOJU@GMAIL.COM,FASHION,FASHION DESIGNER ,6,"3,000,000",,,,
,GOODIE FOODIES,8146180201,,EKITI,"NO 6 TRUE WORD AVENUE, IKERE",,GOODNESSOLAYEMI008@GMAIL.COM,CATERING ,CATERING SERVICES ,4,"2,000,000",,,,
,GLOBAL CLASSIC ENTERPRISES,7036832667,,EKITI,"NO 1 ADEKUNLE FAJUYI COMPLEX, OKESA STR ADO EKITI",,EBENEZERADEJUWON93@GMAIL.COM,ICT,BUSINESS CENTER,10,"2,800,000",,,,
,AKOLA ABIMBOLA NIG LTD,8032674401,,EKITI,OGO OLUWA COMMUNITY OKE OSUN IKERE,,AKOLAABIMBOLA04401@GMAIL.COM,CATERING,SNACKS AND FOODIES ,4,"3,000,000",,,,
,I & G WORLD VENTURES,8038924952,,EKITI,66 AJACENT ECO BK RAOD.,,I&GWORLD@GMAIL.COM,PRODUCTION ,INTERIOR,4,"3,500,000",,,,
,ELLIBENT SWEET SHOP,8037023703,,EKITI, NO 15 9TH AVENUE FED. HOSUING AFAO RD ADO ,,MLAKOSILE@GMAIL.COM,FOOD PROCESSINH & FARMINNG ,BIRDS / RICE FLOUR,5,"4,000,000",,,,
,HEBONY BIZ HUB $ CONCEPT ,8034442651,,EKITI,ILUGBUSI ESTATE IDO-EKITI ,,HEBONYBIZ-HUB@GMAIL.COM,FOOD PROCESSING ,GARRI / PUPURU & LAFUN,8,"2,000,000",,,,
,LAWTOSIN MULTIDYNAMIC GLOBAL COMPANY ,7036338357,,EKITI,"ODO ADO, EKITI STATE ",,OWOEYELAWRANCE@GMAIL.COM,AGRICULTURE ,POULTRY ,4,"3,000,000",,,,
,TENSAL PACKAGES ,8064934515,,EKITI,OKE ILE ADO EKITI,,OSUNLOYEOLUDARE@GMAIL.COM,PRODUCTION ,NYLON PRODUCTION ,6,"4,000,000",,,,
,OTODIAMOND GLOBAL SERVICES NIG LTD,8032851177,,EKITI,OKE ILA JUNCTION ,,OLUSOLAOGUNGBENRO@GMAIL.COM,TRADING ,SELLS OF RAW FOOD ,1,"2,500,000",,,,
,RONKY VENTURES ,8132387664,,EKITI,TRUE-WORD AVENUE IKERE EKITI,,OMOLAYOIBIRONKE@GMAIL.COM, AGRICULTURE ,PLANTAIN FLOUR PROCESSING ,10,"4,000,000",,,,
,ARIDAP LAUNDRY,8066695761,,EKITI,,,ARIDAPLAUNDRYSERVICES@GMAIL.COM,LAUNDRY SERVICES ,DRY CLEANING ,5,"2,000,000",,,,
,AYOMIDE ,8134287761,,EKITI,QUIEANTORIA QTR BASIRI ADO EKITI ,,PRAISEAYOMIDE01@GMAIL.COM,FASHION ,CLOTHING AND TEXTILE ,5,"1,500,000",,,,
,MUZUBAIR COM LTD,8022461170,,jigawa,"BIRNIN KUDU, ",,muhammadzubiru@gmail.com,ICT,SIM REGISTRATION CENTER,4,"4,000,000",,,,
,CRAVERS SOLAR SERVICES LTD,8038359776,,jigawa,,,craverssolarservicesltd@gmail.com,SOLAR SERVICES,SELL OF SOLAR ACCESSORIES ,2,"3,000,000",,,,
,SHAMUS GLOBAL SERVICES NIG LTD,8034279042,,jigawa,No. 156 kofar fada birniwa ,,Shamusglobal95@gmail.com,AGRIC,AGRO ALLIED,2,"3,000,000",,,,
,A.B VENTURES,8031987987,,jigawa,NO. 5A MAIMALARI ROAD DUTSE,,Babadoko22@gmail.com,AGRICULTURAL PRODUCT,"RICE, WHEAT, HABISCUS AND SESAME",2,"3,000,000",,,,
,LAMI YARIMA FOUNDATION,8067233009,,jigawa,SHOP NO. 1 SHAGARI HADEJIA,,lamiyarima@gmail.com,CHEMIST,DRUGS SALES/CONSULTATION,2,"3,000,000",,,,
,RAFILAT GENERAL ENTERPRISES,8060838687,,jigawa,"Farouq No. 1 Layin Gidan Wanka, Yalwawa Dutse",,Khussaini738@gmail.com,PROVISION ATORE,FOOD ITEMS AND OTHERS,4,"4,000,000",,,,
, TEETEETAH NIGERIA LIMITED,8036421022,,Kaduna,,,dijebd1@gmail.com, FASHION, CLOTHES,3,,,,,
, WEARS AND CATERING,8036363300,,Kaduna,,,halliruumma@gmail.com, FASHION, CLOTHES AND FOOD,5,,,,,
, CANDY PLANET,7082057905,,Kaduna,,,candyplanetng@gmail.com, CANDIES, CANDY BARS,2,,,,,
, DRESSES BY EMJAY,8136749494,,Kaduna,,,murjanatujafaru@gmail.com, FASHION, DRESSES,4,,,,,
, KD ONLINE ENTERPRISES,8030655526,,Kaduna,"NO.2 MAMADI ROAD, RIGACHIKUN NEW LAYOUT, KADUNA",,kdonlineenterprises@yahoo.com,WHOLESALE AND RETAIL," CLOTHES, SHOES AND BAGS STORE",3,,,,,
, CHILLERS THRIFT,7083047948,,Kaduna,"MAYERE STREET. ETHEL PLAZA, BESIDE ZIKDA SCHOOL ALONG HIGH COST ROAD BARNAWA KADUNA STATE.",,chillersmulticoncept@gmail.com, FASHION," CLOTHES, SHOES AND BAGS",3,,,,,
, ZELZAH COUTURE,8051118131,,Kaduna,"ASD CITY MALL, 8/9 INDEPENDENCE WAY, KADUNA NORTH.",,toniaossai96@gmail.com,FASHION DESIGN, DRESS MAKING,4,,,,,
, WOMEN MODELS AND MENTORS FOUNDATION,8033113764,,Kaduna,"MOHAMMADU BUHARI WAY, NNDC SHOPPING MALL, GROUND FLOOR SUITE 5.",,bilkisu052@gmail.com, NGO, NGO,2,,,,,
, LIONBRIDGE INVESTMENT AND LOGISTICS LIMITED,8103858543,,Kaduna,"14, KAKAKI STREET, KADUNA.",,brassknuckles37@googlemail.com, LOGISTICS AND AGRICULTURE, AGRICULTURAL PRODUCE AND DELIVERY SERVICES,3,,,,,
, MAEBEBS CONSULTING LIMITED,8033326439,,Kaduna,"5 RABBAH ROAD, KADUNA.",,marbebsconsulting@gmail.com, TRAINING AND CONSULTING SERVICES,SERVICE INDUSTRY,7,"4,000,000",,,,
, NAFJAY GLOBAL LIMITED,8034775960,,Kaduna,"20E BAUCHI ROAD MARAFA ESTATE KADUNA, NIGERIA.",,nafisamnasir647@gmail.com, FOOD, NATURAL DRINKS AND HEALTHY MEALS,3,,,,,
, HAJARA YUSUF DANTSOHO,8037043037,,Kaduna,,,dantsohobiz@yahoo.com, AGRICULTURE, ANIMAL HUSBANDRY AND FISHERY,4,,,,,
, YANDAKI GLITZY TREATS,8103440445,,Kaduna,NO 11 ZUBA ROAD OFF SHOOTING RANGE KADUNA.,,yandakitreats@gmail.com, FOOD,HEALTHY PRODUCT: JUICES AND MEALS,5,"2,000,000",,,,
,RABBATULBAIT GLOBAL LIMITED,8066004450,,Kaduna,"NO11 FORCE ROAD MARAFA ESTATE OFF INDEPENDENCE WAY KADUNA, NIGERIA.",,rabbatulbaitclothingline@gmail.com,FASHION DESIGN,CLOTHING AND CUISINE,5,,,,,
,RANEES EXCLUSIVE,8037873323,,Kaduna,"BENUE PLAZA, WAFF ROAD, KADUNA.",,rabialiphoto@yahoo.com,EVENT MANAGEMENT/SUPERMARKET,PROVISIONS AND EVENT DECOR,6,,,,,
,3D DIAMOND LUX PAINTS,9160965457,,Imo State,"#2 College Road Umudagu Mbieri opposite Saraa plaza along Spilbat Road, Mbaitoli. L.G.A.. ",,diamondluxpaintng@gmail.com,Production,"Paint Production:Satin, Matt, Emulsion, Textcote, Putty Paints, Screeding Paint, Oil Paints",10,"3,000,000",,,,
,NEGVAD ENTERPRISES,7067799093,,Imo State,No 4 Okenwa,,graceemejuru@yahoo.com,Agriculture,"Oat Cereal and Swallow, Food Processing and Sales.",2,"1,500,000",,,,
,MMAMMA FARMS,8036611648,,Imo State,"Cyril Ibezim Street Amawire, Uratta, Owerri, Imo State.",,chizon.oo@gmail.com,Agriculture,"Snailery, Fishery and Poultry",3,"3,000,000",,,,
,BEN-DAV SUPER WASH,7087399350,,Imo State,"Umuezealaukwuaku Umuozu Ogiri, Isiala Mbano, Imo State.",,davidsuperw@gmail.com,Production,Cosmetics,4,"2,500,000",,,,
,Service Vendor,8032697042,,Imo State,"18, AlaenyI Street, Owerri, Imo State.",,oziomaachinihu@gmail.com,Retail and Commerce,Drinks in retail and wholesalel,2,"4,000,000",,,,
,CHUKESS FARMS ENTERPRISE,7035688221,,Delta,75 UMUSAM RD KWALE DELTA STATE,,chukessfarm@gmail.com,AGRIC,POULTRY,3,"2,500,000",,,,
,GILO TECH INTEGRATED CONCEPT LTD,8035512022,,Delta,15 NNPC HOUSING COMPLEX RD EKPAN WARRI DELTA,,Deri421dg@gmail.com,MANUFACTURING,BANGA SPICE,7,"400,000",,,,
,CHI ENUSONUM INTEGRATED SERVICES,8030949971,,Delta,"35 OKWELE OROGUN ROAD ABBI NDOKWA WEST, DELTA STATE",,chienusonum@gmail.com,AGRIC,CATFISH PRODUCTION,4,"1,404,000",,,,
,GOODNEWS VENTURES,8069361526,,Delta,"PROF. CHIKE EDOZIE SECRETARIAT ASABA,",,goodnewsudohasaba@gmail.com,SERVICE,COMPUTER  SERVICES,4,"500,000",,,,
,SPAN COMPUTERS,8034959811,,Delta,"14 OBI OKOLOTU ROAD OPPOSITE DIVINE KITCHEN ASABA, DELTA STATE",,Span4donme@gmail.com,SERVICE,"COMPUTER REPAIR, SALES AND PRINTING PRESS",4,"1,500,000",,,,
,NIKI JULI D LIGHT AGRO ,8074319607,,Delta,"34 OGBOTOBO CRESENT OFF AGRIC RD, WEST END ASABA, DELTA STATE",,nnikijulidilightagro@gmail.com,AGRIC,"PALM OIL PRODUCTION, PROCESSING AND PACKAGING FOR SALES",5,"2,380,000",,,,
,DAVE AGRO SERVICES,7036299711,,Delta,ABOH OGWSHI-UKU,,nnamdikukaye@gmail.com,AGRIC,POULTRY,2,"3,000,000",,,,
,AMAZING QUITESSENTIAL GRACE,7062758619,,Delta,"OMARE STREET, OREROKPE",,ufuomaonofe@gmail.com,MANUFACTURING,HANVITA AND HAMSAMVITA MAKING,7,"1,200,000",,,,
,IBCCO PROCESSING AGRO ALLIED ENTERPRISE,8033032829,,Delta,25 ONWOCHEI STREET OFF MARBLE HILL SCHOOL ROAD OKPANAM ,,isaacofarm@gmail.com,AGRIC,POULTRY,6,"2,294,040",,,,
,RIGHTS AGRO BASED SERVICES,9157021597,,Delta,"21 CHRIS OKOLIE STREET ASABA, DELTA STATE",,uprihtikem@gmail.com,AGRIC,FISH,2,"700,000",,,,
,Evanbosoye Nigeria  Enterprises ,8034837856,,Oyo ,"5 ,Ile oguro ,oke oguro street Ogbomosho",,evansboyenigent@gmail.com,Manufacturing ,Tomato paste,5,"3,500,000",,,,Retail
,Olana Concept & events,8028540794,,Oyo,"1, Akerele Street, Ariyibi, Alubata, Apete",,oyebolakerele@gmail.com,Events,Event Planner,3,"1,000,000",,,,Retail
,Glory Abode Schools ,8029066784,,Oyo,29 Ilupeju olive bodija Ibadan ,,gloryabodeesch@gmail.com,Education ,Nursery /Primary school,7,"3,228,000",,,,Retail
,Kiwo Global  Nigeria Enterprises ,8137145452,,Oyo,Unit 4 Technology Incubation Xentre sanmoda sango Ibadan,,adiabaticui@yahoo.com,Manufacturing,Crop processing /Agriculture,5,"3,000,000",,,,Retail
,EVANSBOYE NIGERIA ENTERPRISES ,8034837856,,Oyo,"5, ILE OGURO ONIDA, OKE OGURO STREET, OGBOMOSO  SOUTH LGA, OYO STATE.",,evansboyenigent@gmail.com,SMALL SCALE MANUFACTURING ,TOMATO PASTES,5,"3,500,000",,,,Retail
,VICBEATS OPTIMUM VENTURES ,8067966662,,Oyo,"CLOSE 1, VICTORY AT LAST VILLA, BAPTIST HIGH SCHOOL, OGBOMOSO, OYO STATE.",,philipt4eva@gmail.com,AGRICULTURE,"AGRIC PRODUCE (MAIZE, BEANS, SOYA BEANS AND CASSAVA)",5,"4,800,000",,,,Retail
,Honeycomb-Jossymultibiz concept,8035216165,,Oyo,Behind ojungbodu grammar school bonnek area oyo. ,,adefunke414@gmail.com,Trading,"Fashion,Jewelry,shoe,Bag",4,"600,000",,,,Retail
,Olakem Global Farm  ,8035463684,,Oyo,Ogungbe village lseyin Ibadan road lseyin ,,olakemglobalfarm@gmail.com,Agribusiness and Farming ,Cassava chips &Carri Processing,15,"2,350,000",,,,Retail
